"Reference Area","Time Period","Sex","Age group","Units of measurement","Observation Value"
"Azerbaijan","1997","Male","Not applicable","Percent","77.59177"
"Azerbaijan","1997","Female","Not applicable","Percent","77.21766"
"Azerbaijan","1996","All genders","Not applicable","Percent","79.90823"
"Azerbaijan","1996","Female","Not applicable","Percent","83.22312"
"Azerbaijan","1996","Male","Not applicable","Percent","76.71346"
"Azerbaijan","1995","All genders","Not applicable","Percent","90.9213"
"Azerbaijan","1995","Male","Not applicable","Percent","88.00708"
"Azerbaijan","1995","Female","Not applicable","Percent","93.93941"
"Azerbaijan","1994","Female","Not applicable","Percent","89.16412"
"Azerbaijan","1994","Male","Not applicable","Percent","91.91352"
"Azerbaijan","1994","All genders","Not applicable","Percent","90.56072"
"Azerbaijan","1993","Male","Not applicable","Percent","93.40126"
"Azerbaijan","1993","Female","Not applicable","Percent","89.41064"
"Azerbaijan","1993","All genders","Not applicable","Percent","91.43592"
"Bahamas","2010","Male","Not applicable","Percent","96.52374"
"Bahamas","2010","Female","Not applicable","Percent","99.73094"
"Bahamas","2010","All genders","Not applicable","Percent","98.10965"
"Bahamas","2009","Male","Not applicable","Percent","98.44076"
"Bahamas","2009","All genders","Not applicable","Percent","98.56889"
"Bahamas","2009","Female","Not applicable","Percent","98.6997"
"Bahamas","2008","Male","Not applicable","Percent","103.09563"
"Bahamas","2008","Female","Not applicable","Percent","102.11712"
"Bahamas","2008","All genders","Not applicable","Percent","102.61088"
"Bahamas","2007","Male","Not applicable","Percent","102.59595"
"Bahamas","2007","All genders","Not applicable","Percent","104.30029"
"Bahamas","2007","Female","Not applicable","Percent","106.02998"
"Bahamas","2006","Male","Not applicable","Percent","102.30577"
"Bahamas","2006","Female","Not applicable","Percent","100.33303"
"Bahamas","2006","All genders","Not applicable","Percent","101.32481"
"Bahamas","2005","Male","Not applicable","Percent","100.7486"
"Bahamas","2005","All genders","Not applicable","Percent","98.32136"
"Bahamas","2005","Female","Not applicable","Percent","95.87001"
"Bahamas","2004","Male","Not applicable","Percent","90.90404"
"Bahamas","2004","Female","Not applicable","Percent","89.50313"
"Bahamas","2004","All genders","Not applicable","Percent","90.20624"
"Bahamas","2002","Male","Not applicable","Percent","89.01086"
"Bahamas","2002","All genders","Not applicable","Percent","89.01979"
"Bahamas","2002","Female","Not applicable","Percent","89.02872"
"Bahamas","1999","All genders","Not applicable","Percent","81.31203"
"Bahamas","1999","Female","Not applicable","Percent","76.50112"
"Bahamas","1999","Male","Not applicable","Percent","86.08187"
"Bahrain","2006","Female","Not applicable","Percent","98.34335"
"Bahrain","2006","All genders","Not applicable","Percent","100.14868"
"Bahrain","2006","Male","Not applicable","Percent","101.94639"
"Bahrain","2005","Female","Not applicable","Percent","102.57112"
"Bahrain","2005","All genders","Not applicable","Percent","103.54346"
"Bahrain","2005","Male","Not applicable","Percent","104.49462"
"Bahrain","2004","Female","Not applicable","Percent","105.02806"
"Bahrain","2004","All genders","Not applicable","Percent","105.14164"
"Bahrain","2004","Male","Not applicable","Percent","105.25031"
"Bahrain","2003","Female","Not applicable","Percent","106.88141"
"Bahrain","2003","All genders","Not applicable","Percent","105.13612"
"Bahrain","2003","Male","Not applicable","Percent","103.51168"
"Bahrain","2002","Female","Not applicable","Percent","109.5106"
"Bahrain","2002","All genders","Not applicable","Percent","105.58813"
"Bahrain","2002","Male","Not applicable","Percent","102.02975"
"Bahrain","2001","All genders","Not applicable","Percent","106.8032"
"Bahrain","2001","Male","Not applicable","Percent","103.01352"
"Bahrain","2001","Female","Not applicable","Percent","110.96873"
"Bahrain","2000","All genders","Not applicable","Percent","107.92824"
"Bahrain","2000","Female","Not applicable","Percent","109.88675"
"Bahrain","2000","Male","Not applicable","Percent","106.08162"
"Bahrain","1999","All genders","Not applicable","Percent","108.06892"
"Bahrain","1999","Male","Not applicable","Percent","105.88718"
"Bahrain","1999","Female","Not applicable","Percent","110.33488"
"Bahrain","1998","All genders","Not applicable","Percent","106.4259"
"Bahrain","1998","Female","Not applicable","Percent","108.18164"
"Bahrain","1998","Male","Not applicable","Percent","104.7314"
"Bahrain","1997","All genders","Not applicable","Percent","102.94289"
"Bahrain","1997","Male","Not applicable","Percent","101.44377"
"Bahrain","1997","Female","Not applicable","Percent","104.5076"
"Bahrain","1996","All genders","Not applicable","Percent","103.9036"
"Bahrain","1996","Female","Not applicable","Percent","104.8201"
"Bahrain","1996","Male","Not applicable","Percent","103.02676"
"Bangladesh","2013","Male","Not applicable","Percent","70.51674"
"Bangladesh","2013","Female","Not applicable","Percent","81.97311"
"Bangladesh","2013","All genders","Not applicable","Percent","76.12434"
"Bangladesh","2012","All genders","Not applicable","Percent","70.2099"
"Bangladesh","2012","Female","Not applicable","Percent","78.09227"
"Bangladesh","2012","Male","Not applicable","Percent","62.64811"
"Bangladesh","2011","Male","Not applicable","Percent","58.43981"
"Bangladesh","2011","Female","Not applicable","Percent","74.08247"
"Bangladesh","2011","All genders","Not applicable","Percent","66.10278"
"Bangladesh","2010","All genders","Not applicable","Percent","64.59114"
"Bangladesh","2010","Female","Not applicable","Percent","71.47413"
"Bangladesh","2010","Male","Not applicable","Percent","57.97777"
"Bangladesh","2009","Male","Not applicable","Percent","58.29001"
"Bangladesh","2009","Female","Not applicable","Percent","68.70204"
"Bangladesh","2009","All genders","Not applicable","Percent","63.39208"
"Bangladesh","2008","All genders","Not applicable","Percent","59.47517"
"Bangladesh","2008","Female","Not applicable","Percent","65.39023"
"Bangladesh","2008","Male","Not applicable","Percent","53.79468"
"Bangladesh","2007","Male","Not applicable","Percent","61.19028"
"Bangladesh","2007","Female","Not applicable","Percent","68.75806"
"Bangladesh","2007","All genders","Not applicable","Percent","64.89685"
"Bangladesh","2006","All genders","Not applicable","Percent","63.89284"
"Bangladesh","2006","Female","Not applicable","Percent","67.80097"
"Bangladesh","2006","Male","Not applicable","Percent","60.14005"
"Bangladesh","2005","All genders","Not applicable","Percent","64.59079"
"Bangladesh","2005","Male","Not applicable","Percent","60.85316"
"Bangladesh","2005","Female","Not applicable","Percent","68.4807"
"Bangladesh","2004","Female","Not applicable","Percent","68.38954"
"Bangladesh","2004","All genders","Not applicable","Percent","65.36284"
"Bangladesh","2004","Male","Not applicable","Percent","62.45945"
"Bangladesh","2003","Female","Not applicable","Percent","74.69376"
"Bangladesh","2003","All genders","Not applicable","Percent","68.88544"
"Bangladesh","2003","Male","Not applicable","Percent","63.31838"
"Bangladesh","2002","Female","Not applicable","Percent","76.41454"
"Bangladesh","2002","All genders","Not applicable","Percent","69.25223"
"Bangladesh","2002","Male","Not applicable","Percent","62.38586"
"Bangladesh","2001","All genders","Not applicable","Percent","67.34821"
"Bangladesh","2001","Male","Not applicable","Percent","61.2346"
"Bangladesh","2001","Female","Not applicable","Percent","73.7183"
"Bangladesh","2000","All genders","Not applicable","Percent","64.94169"
"Bangladesh","2000","Female","Not applicable","Percent","69.16069"
"Bangladesh","2000","Male","Not applicable","Percent","60.88752"
"Bangladesh","1999","All genders","Not applicable","Percent","62.36558"
"Bangladesh","1999","Male","Not applicable","Percent","59.22311"
"Bangladesh","1999","Female","Not applicable","Percent","65.63713"
"Bangladesh","1998","All genders","Not applicable","Percent","59.56917"
"Bangladesh","1998","Female","Not applicable","Percent","61.26666"
"Bangladesh","1998","Male","Not applicable","Percent","57.93946"
"Barbados","2014","Male","Not applicable","Percent","108.56703"
"Barbados","2014","Female","Not applicable","Percent","105.08901"
"Barbados","2014","All genders","Not applicable","Percent","106.87177"
"Barbados","2011","Female","Not applicable","Percent","103.22465"
"Barbados","2011","Male","Not applicable","Percent","102.76625"
"Barbados","2011","All genders","Not applicable","Percent","102.99138"
"Barbados","2010","Female","Not applicable","Percent","97.2074"
"Barbados","2010","Male","Not applicable","Percent","101.65832"
"Barbados","2010","All genders","Not applicable","Percent","99.46543"
"Barbados","2009","Female","Not applicable","Percent","97.48549"
"Barbados","2009","Male","Not applicable","Percent","101.49408"
"Barbados","2009","All genders","Not applicable","Percent","99.51347"
"Barbados","2008","Female","Not applicable","Percent","97.41544"
"Barbados","2008","Male","Not applicable","Percent","99.72752"
"Barbados","2008","All genders","Not applicable","Percent","98.58211"
"Barbados","2007","Female","Not applicable","Percent","96.0999"
"Barbados","2007","All genders","Not applicable","Percent","98.55602"
"Barbados","2007","Male","Not applicable","Percent","100.97857"
"Barbados","2006","Female","Not applicable","Percent","99.74606"
"Barbados","2006","Male","Not applicable","Percent","102.67514"
"Barbados","2006","All genders","Not applicable","Percent","101.21972"
"Barbados","2005","Female","Not applicable","Percent","102.29575"
"Barbados","2005","All genders","Not applicable","Percent","104.44184"
"Barbados","2005","Male","Not applicable","Percent","106.55792"
"Barbados","2004","Female","Not applicable","Percent","106.85116"
"Barbados","2004","Male","Not applicable","Percent","108.11349"
"Barbados","2004","All genders","Not applicable","Percent","107.48766"
"Barbados","2003","Female","Not applicable","Percent","102.5654"
"Barbados","2003","All genders","Not applicable","Percent","104.96075"
"Barbados","2003","Male","Not applicable","Percent","107.30699"
"Barbados","2002","Female","Not applicable","Percent","97.70774"
"Barbados","2002","Male","Not applicable","Percent","103.85249"
"Barbados","2002","All genders","Not applicable","Percent","100.81619"
"Barbados","2001","Female","Not applicable","Percent","95.2605"
"Barbados","2001","All genders","Not applicable","Percent","98.1681"
"Barbados","2001","Male","Not applicable","Percent","100.99771"
"Barbados","2000","Female","Not applicable","Percent","97.59076"
"Barbados","2000","Male","Not applicable","Percent","100.01628"
"Barbados","2000","All genders","Not applicable","Percent","98.81994"
"Barbados","1999","Female","Not applicable","Percent","102.09372"
"Barbados","1999","All genders","Not applicable","Percent","101.19653"
"Barbados","1999","Male","Not applicable","Percent","100.32342"
"Belarus","2014","Male","Not applicable","Percent","104.42421"
"Belarus","2014","All genders","Not applicable","Percent","104.49307"
"Belarus","2014","Female","Not applicable","Percent","104.56581"
"Belarus","2013","Male","Not applicable","Percent","104.76838"
"Belarus","2013","All genders","Not applicable","Percent","104.82175"
"Belarus","2013","Female","Not applicable","Percent","104.87815"
"Belarus","2012","Male","Not applicable","Percent","102.87921"
"Belarus","2012","All genders","Not applicable","Percent","102.86486"
"Belarus","2012","Female","Not applicable","Percent","102.84969"
"Belarus","2011","Male","Not applicable","Percent","99.38155"
"Belarus","2011","All genders","Not applicable","Percent","99.33609"
"Belarus","2011","Female","Not applicable","Percent","99.28802"
"Belarus","2010","Male","Not applicable","Percent","98.10401"
